PolizaID,A̱o,Ramo,Moneda,NumeroAsegurados,PrimaPoliza,PrimaRetenida,PrimaCedida,DuracionOriginal_dias,TiempoTranscurrido_dias,DuracionRemanente_dias,PrimaDevengadaBEL
POL-021131,2023,CAU,USD,6,1313366.67,788020.002,525346.668,60,3,57,65668.33
POL-021132,2022,AUI,USD,2,2137797.6,1282678.56,855119.04,427,332,95,1662175.18
POL-021133,2021,INC,USD,10,199622.3,119773.38,79848.92,385,85,300,44072.46
POL-021134,2021,AUF,MXN,6,1539857.83,923914.698,615943.132,220,82,138,573947.01
POL-021135,2022,DMI,MXN,6,1576826.3,946095.78,630730.52,242,175,67,1140266.95
POL-021136,2022,AUF,USD,4,4184063.96,2510438.376,1673625.584,238,45,193,791104.53
POL-021137,2023,RCV,USD,3,325043.09,195025.854,130017.236,233,77,156,107417.67
POL-021138,2024,RCV,USD,10,238829.39,143297.634,95531.756,73,53,20,173396.68
POL-021139,2021,RCV,USD,9,3105646.89,1863388.134,1242258.756,278,273,5,3049789.93
POL-021140,2024,AUI,USD,2,3274438.84,1964663.304,1309775.536,431,125,306,949663.24
POL-021141,2024,AUF,MXN,9,4484777.35,2690866.41,1793910.94,676,43,633,285274.3
POL-021142,2025,CAU,MXN,10,992922.59,595753.554,397169.036,715,440,275,611029.29
POL-021143,2021,DMI,USD,5,3643663.23,2186197.938,1457465.292,130,51,79,1429437.11
POL-021144,2022,RCV,USD,10,3114721.51,1868832.906,1245888.604,314,45,269,446377.29
POL-021145,2024,AUF,MXN,10,2218383.13,1331029.878,887353.252,628,310,318,1095061.74
POL-021146,2022,AUF,MXN,3,4915569.52,2949341.712,1966227.808,504,195,309,1901857.25
POL-021147,2021,INC,MXN,3,4749160.3,2849496.18,1899664.12,60,36,24,2849496.18
POL-021148,2021,AUI,USD,10,1195255.35,717153.21,478102.14,299,82,217,327795.78
POL-021149,2025,CAU,USD,4,1064107.22,638464.332,425642.888,558,49,509,93443.11
POL-021150,2021,INC,USD,1,3422550.42,2053530.252,1369020.168,477,392,85,2812661.98
POL-021151,2022,AUF,MXN,8,4834818.47,2900891.082,1933927.388,709,330,379,2250338.64
POL-021152,2025,AUF,USD,7,1583951.74,950371.044,633580.696,630,431,199,1083624.13
POL-021153,2024,AUF,MXN,6,2603196,1561917.6,1041278.4,621,570,51,2389406.96
POL-021154,2023,AUF,USD,7,1729689.55,1037813.73,691875.82,186,166,20,1543701.43
POL-021155,2022,INC,MXN,4,660830.35,396498.21,264332.14,163,145,18,587855.22
POL-021156,2024,INC,USD,5,449962.16,269977.296,179984.864,60,46,14,344970.99
POL-021157,2025,AUI,USD,4,2986805.95,1792083.57,1194722.38,517,510,7,2946365.64
POL-021158,2021,RCV,MXN,3,3801146.23,2280687.738,1520458.492,109,20,89,697458.02
POL-021159,2021,CAU,USD,2,3979529.25,2387717.55,1591811.7,208,140,68,2678529.3
POL-021160,2022,CAU,MXN,6,4712087.53,2827252.518,1884835.012,123,51,72,1953792.39
POL-021161,2021,DMI,USD,9,4357548.7,2614529.22,1743019.48,223,78,145,1524165.02
POL-021162,2023,DMI,MXN,8,2399670.95,1439802.57,959868.38,155,135,20,2090035.99
POL-021163,2025,AUF,USD,4,1971867.52,1183120.512,788747.008,700,253,447,712689.26
POL-021164,2021,RCV,USD,2,1381704.96,829022.976,552681.984,674,208,466,426401.53
POL-021165,2021,CAU,MXN,7,2391899.94,1435139.964,956759.976,308,273,35,2120093.13
POL-021166,2024,CAU,USD,4,1865276.85,1119166.11,746110.74,567,332,235,1092190.32
POL-021167,2022,INC,USD,5,4279294.18,2567576.508,1711717.672,258,219,39,3632424.13
POL-021168,2024,INC,MXN,5,2800245.67,1680147.402,1120098.268,297,114,183,1074841.77
POL-021169,2022,RCV,USD,4,4851543.23,2910925.938,1940617.292,439,31,408,342591.89
POL-021170,2023,DMI,MXN,7,4010904.67,2406542.802,1604361.868,248,185,63,2992005.5
POL-021171,2024,DMI,USD,3,1991723.71,1195034.226,796689.484,543,458,85,1679943.76
POL-021172,2022,INC,USD,6,225153.83,135092.298,90061.532,535,230,305,96795.1
POL-021173,2023,DMI,USD,9,625361.33,375216.798,250144.532,404,389,15,602142.47
POL-021174,2025,DMI,MXN,3,4110554.7,2466332.82,1644221.88,277,273,4,4051196.51
POL-021175,2021,INC,MXN,10,437059,262235.4,174823.6,166,112,54,294883.18
POL-021176,2021,INC,MXN,8,4184568.22,2510740.932,1673827.288,444,367,77,3458866.07
POL-021177,2025,INC,MXN,9,2732579.46,1639547.676,1093031.784,389,136,253,955349.12
POL-021178,2025,CAU,MXN,10,3249291.46,1949574.876,1299716.584,256,29,227,368083.8
POL-021179,2022,CAU,USD,5,3872699.97,2323619.982,1549079.988,103,68,35,2556733.96
POL-021180,2023,AUF,MXN,5,1471165.65,882699.39,588466.26,366,181,185,727543.67
POL-021181,2024,AUF,USD,1,3910178.49,2346107.094,1564071.396,368,275,93,2922008.38
POL-021182,2023,AUI,MXN,2,1212070.23,727242.138,484828.092,568,166,402,354231.79
POL-021183,2022,INC,USD,2,4264207.05,2558524.23,1705682.82,449,351,98,3333489.25
POL-021184,2023,AUF,USD,7,61045,36627,24418,614,40,574,3976.87
POL-021185,2025,INC,USD,3,116249.31,69749.586,46499.724,241,139,102,67048.36
POL-021186,2025,CAU,MXN,6,197751.92,118651.152,79100.768,562,67,495,23575.41
POL-021187,2022,CAU,MXN,10,2810463.1,1686277.86,1124185.24,221,27,194,343359.75
POL-021188,2024,DMI,USD,5,69496.73,41698.038,27798.692,126,96,30,52949.89
POL-021189,2023,AUI,MXN,2,1040785.37,624471.222,416314.148,718,385,333,558081.29
POL-021190,2021,RCV,USD,4,4996022.49,2997613.494,1998408.996,195,56,139,1434755.18
POL-021191,2024,RCV,MXN,2,2713458.19,1628074.914,1085383.276,474,132,342,755646.58
POL-021192,2025,INC,USD,9,1133152.47,679891.482,453260.988,457,26,431,64468.19
POL-021193,2024,AUF,USD,5,2160279.22,1296167.532,864111.688,576,572,4,2145277.28
POL-021194,2022,AUF,USD,1,1412138.51,847283.106,564855.404,199,182,17,1291503.56
POL-021195,2024,DMI,MXN,1,2423675.22,1454205.132,969470.088,99,13,86,318260.38
POL-021196,2024,AUI,USD,1,4829006.91,2897404.146,1931602.764,637,103,534,780828.43
POL-021197,2021,RCV,USD,2,3870970.49,2322582.294,1548388.196,650,601,49,3579158.87
POL-021198,2021,AUF,USD,3,1246428.27,747856.962,498571.308,383,202,181,657385.15
POL-021199,2024,DMI,MXN,8,96659.44,57995.664,38663.776,655,598,57,88247.86
POL-021200,2023,INC,USD,8,3626107.2,2175664.32,1450442.88,552,412,140,2706442.33
POL-021201,2024,AUF,MXN,4,2173813.37,1304288.022,869525.348,372,221,151,1291432.14
POL-021202,2021,AUF,MXN,10,1441285.61,864771.366,576514.244,363,277,86,1099824.01
POL-021203,2024,AUF,USD,1,2911395.33,1746837.198,1164558.132,602,309,293,1494387.3
POL-021204,2025,CAU,USD,7,2721745.65,1633047.39,1088698.26,208,39,169,510327.31
POL-021205,2024,INC,MXN,1,932785.4,559671.24,373114.16,61,7,54,107040.95
POL-021206,2023,AUI,USD,2,3935874.98,2361524.988,1574349.992,650,624,26,3778439.98
POL-021207,2025,DMI,USD,4,1142517.22,685510.332,457006.888,211,193,18,1045051.3
POL-021208,2025,AUF,MXN,2,1220583.71,732350.226,488233.484,535,141,394,321686.55
POL-021209,2025,DMI,USD,1,1398876.55,839325.93,559550.62,306,272,34,1243445.82
POL-021210,2021,CAU,MXN,3,2976222.88,1785733.728,1190489.152,633,547,86,2571870.32
POL-021211,2025,RCV,MXN,1,4397361.5,2638416.9,1758944.6,400,103,297,1132320.59
POL-021212,2022,CAU,USD,5,2386345.1,1431807.06,954538.04,84,6,78,170453.22
POL-021213,2024,DMI,MXN,3,2286829.61,1372097.766,914731.844,496,188,308,866782.19
POL-021214,2024,DMI,USD,5,721333.49,432800.094,288533.396,488,258,230,381360.74
POL-021215,2024,DMI,USD,4,2811649.66,1686989.796,1124659.864,243,102,141,1180198.62
POL-021216,2021,CAU,USD,7,1476124.11,885674.466,590449.644,664,508,156,1129323.87
POL-021217,2025,DMI,MXN,5,4418665.91,2651199.546,1767466.364,691,546,145,3491449.47
POL-021218,2023,RCV,MXN,10,4648164.7,2788898.82,1859265.88,133,49,84,1712481.73
POL-021219,2022,CAU,MXN,1,794367.04,476620.224,317746.816,489,150,339,243670.87
POL-021220,2021,INC,MXN,4,2379795.14,1427877.084,951918.056,170,76,94,1063908.42
POL-021221,2024,RCV,MXN,10,3404895.21,2042937.126,1361958.084,283,228,55,2743166.46
POL-021222,2023,INC,MXN,4,4345545.65,2607327.39,1738218.26,427,211,216,2147330.52
POL-021223,2024,RCV,USD,1,275939.77,165563.862,110375.908,197,165,32,231117.07
POL-021224,2021,AUI,MXN,2,2454933.47,1472960.082,981973.388,506,258,248,1251724.97
POL-021225,2021,DMI,MXN,3,3091548.36,1854929.016,1236619.344,644,211,433,1012914.14
POL-021226,2021,DMI,MXN,7,994120.5,596472.3,397648.2,623,339,284,540941.97
POL-021227,2021,INC,USD,10,1530016,918009.6,612006.4,298,232,66,1191153.4
POL-021228,2021,CAU,USD,2,2480082.16,1488049.296,992032.864,545,424,121,1929458.41
POL-021229,2021,DMI,MXN,2,3610207.46,2166124.476,1444082.984,636,65,571,368967.74
POL-021230,2024,INC,USD,4,1433457.93,860074.758,573383.172,726,645,81,1273526.67
POL-021231,2021,RCV,USD,4,2986853.13,1792111.878,1194741.252,75,57,18,2270008.38
POL-021232,2022,DMI,USD,4,3105333.75,1863200.25,1242133.5,658,642,16,3029824.11
POL-021233,2021,DMI,USD,5,2629918.72,1577951.232,1051967.488,290,49,241,444365.58
POL-021234,2025,AUI,MXN,2,23005.66,13803.396,9202.264,599,371,228,14248.91
POL-021235,2023,AUI,USD,5,512436.02,307461.612,204974.408,286,92,194,164839.56
POL-021236,2023,RCV,MXN,2,2262256.2,1357353.72,904902.48,596,556,40,2110426.92
POL-021237,2023,INC,USD,7,1148277.2,688966.32,459310.88,305,94,211,353895.27
POL-021238,2024,INC,MXN,7,2119299.08,1271579.448,847719.632,251,199,52,1680241.1
POL-021239,2022,CAU,MXN,5,3700860.29,2220516.174,1480344.116,361,210,151,2152855.02
POL-021240,2021,RCV,USD,2,3623325.92,2173995.552,1449330.368,159,113,46,2575068.11
POL-021241,2021,AUF,MXN,5,3471547.24,2082928.344,1388618.896,700,18,682,89268.36
POL-021242,2022,AUF,USD,10,2741519.19,1644911.514,1096607.676,368,26,342,193694.29
POL-021243,2023,DMI,MXN,5,665823.74,399494.244,266329.496,630,224,406,236737.33
POL-021244,2021,AUF,MXN,4,734011.23,440406.738,293604.492,103,10,93,71263.23
POL-021245,2021,AUF,USD,9,3814289.35,2288573.61,1525715.74,335,29,306,330192.21
POL-021246,2023,INC,USD,9,2444677.5,1466806.5,977871,335,280,55,2043312.54
POL-021247,2025,INC,USD,4,1593914.54,956348.724,637565.816,681,40,641,93622
POL-021248,2024,DMI,USD,8,1746742.82,1048045.692,698697.128,504,297,207,1029330.59
POL-021249,2021,AUF,MXN,4,1040462.74,624277.644,416185.096,60,44,16,763006.01
POL-021250,2024,CAU,USD,3,276541.25,165924.75,110616.5,65,53,12,225487.48
POL-021251,2021,DMI,MXN,7,348979.86,209387.916,139591.944,194,58,136,104334.18
POL-021252,2022,INC,MXN,4,627442.62,376465.572,250977.048,326,13,313,25020.72
POL-021253,2024,AUI,MXN,5,3586582.2,2151949.32,1434632.88,707,617,90,3130015.87
POL-021254,2021,RCV,USD,10,500674.44,300404.664,200269.776,170,44,126,129586.33
POL-021255,2024,CAU,MXN,1,2499931.01,1499958.606,999972.404,290,198,92,1706849.45
POL-021256,2022,DMI,MXN,3,4520004.7,2712002.82,1808001.88,196,185,11,4266330.97
POL-021257,2025,AUI,MXN,6,4087556.16,2452533.696,1635022.464,455,77,378,691740.27
POL-021258,2024,RCV,MXN,2,4785419.66,2871251.796,1914167.864,145,46,99,1518133.13
POL-021259,2021,RCV,MXN,8,1392191.98,835315.188,556876.792,385,286,99,1034199.76
POL-021260,2022,DMI,USD,1,3229175.37,1937505.222,1291670.148,417,375,42,2903934.69
POL-021261,2021,RCV,USD,9,2509611.09,1505766.654,1003844.436,488,347,141,1784498.05
POL-021262,2025,CAU,USD,2,1949870.35,1169922.21,779948.14,658,614,44,1819483.88
POL-021263,2025,CAU,MXN,7,4074983.09,2444989.854,1629993.236,597,492,105,3358277.52
POL-021264,2022,CAU,USD,1,3568929.64,2141357.784,1427571.856,437,423,14,3454593.22
POL-021265,2022,CAU,USD,6,1865313.31,1119187.986,746125.324,183,174,9,1773576.59
POL-021266,2022,AUI,MXN,1,2057311.35,1234386.81,822924.54,239,43,196,370143.88
POL-021267,2021,INC,MXN,9,3554647.91,2132788.746,1421859.164,597,312,285,1857705.44
POL-021268,2021,INC,MXN,4,4380558.8,2628335.28,1752223.52,211,88,123,1826962.91
POL-021269,2022,CAU,USD,1,4975776.89,2985466.134,1990310.756,510,73,437,712219.05
POL-021270,2022,CAU,MXN,6,4271123.58,2562674.148,1708449.432,382,293,89,3276018.87
POL-021271,2021,AUI,MXN,9,2840843.66,1704506.196,1136337.464,196,112,84,1623339.23
POL-021272,2025,CAU,USD,10,2100233.59,1260140.154,840093.436,586,540,46,1935368.84
POL-021273,2025,RCV,USD,3,213219.42,127931.652,85287.768,144,99,45,146588.35
POL-021274,2023,AUI,USD,1,4558285.88,2734971.528,1823314.352,664,622,42,4269960.57
POL-021275,2022,AUF,USD,6,1925180.6,1155108.36,770072.24,155,31,124,385036.12
POL-021276,2024,CAU,MXN,3,776790.53,466074.318,310716.212,522,448,74,666670.8
POL-021277,2022,DMI,USD,3,43473.34,26084.004,17389.336,60,13,47,9419.22
POL-021278,2022,DMI,USD,5,4468430.37,2681058.222,1787372.148,523,300,223,2563153.18
POL-021279,2023,RCV,MXN,6,3667639.8,2200583.88,1467055.92,497,117,380,863408.16
POL-021280,2021,DMI,MXN,6,4274501.95,2564701.17,1709800.78,144,25,119,742101.03
POL-021281,2025,AUI,USD,9,4172950.38,2503770.228,1669180.152,377,184,193,2036665.44
POL-021282,2021,INC,USD,7,3889187.07,2333512.242,1555674.828,676,289,387,1662685
POL-021283,2024,CAU,USD,1,1754799.91,1052879.946,701919.964,142,60,82,741464.75
POL-021284,2022,RCV,USD,5,1510473.73,906284.238,604189.492,247,213,34,1302554.27
POL-021285,2025,INC,USD,5,1457690.41,874614.246,583076.164,350,24,326,99955.91
POL-021286,2023,RCV,MXN,5,501000.67,300600.402,200400.268,729,132,597,90716.17
POL-021287,2022,CAU,USD,5,3510120.15,2106072.09,1404048.06,472,401,71,2982114.79
POL-021288,2025,DMI,MXN,1,178879.24,107327.544,71551.696,241,75,166,55667.81
POL-021289,2023,AUI,USD,9,4008331.86,2404999.116,1603332.744,579,491,88,3399120.8
POL-021290,2025,AUF,MXN,9,3724847.03,2234908.218,1489938.812,190,163,27,3195526.66
POL-021291,2022,INC,MXN,10,878289.08,526973.448,351315.632,635,120,515,165975.89
POL-021292,2023,CAU,USD,4,2700767.91,1620460.746,1080307.164,107,27,80,681502.18
POL-021293,2024,AUF,USD,1,2408838.36,1445303.016,963535.344,329,192,137,1405765.85
POL-021294,2022,DMI,USD,9,4121797.86,2473078.716,1648719.144,645,591,54,3776717.11
POL-021295,2023,RCV,MXN,8,4540637.3,2724382.38,1816254.92,380,94,286,1123210.28
POL-021296,2023,DMI,USD,2,161519.64,96911.784,64607.856,223,40,183,28972.13
POL-021297,2025,RCV,USD,6,4394116.42,2636469.852,1757646.568,156,31,125,873189.8
POL-021298,2023,AUF,MXN,9,2302625.48,1381575.288,921050.192,307,46,261,345018.8
POL-021299,2021,RCV,USD,9,1937035.3,1162221.18,774814.12,623,25,598,77730.15
POL-021300,2025,DMI,USD,4,4003511.45,2402106.87,1601404.58,296,241,55,3259615.74
POL-021301,2021,DMI,USD,1,3418733.7,2051240.22,1367493.48,60,50,10,2848944.75
POL-021302,2021,INC,USD,6,3316137.92,1989682.752,1326455.168,482,130,352,894394.04
POL-021303,2025,RCV,USD,3,3799999.1,2279999.46,1519999.64,175,85,90,1845713.85
POL-021304,2024,AUF,USD,5,3950647.74,2370388.644,1580259.096,547,520,27,3755643.19
POL-021305,2021,CAU,USD,10,4697568.78,2818541.268,1879027.512,693,336,357,2277609.11
POL-021306,2023,RCV,USD,6,4255084.27,2553050.562,1702033.708,403,294,109,3104205.4
POL-021307,2023,RCV,MXN,7,1125341.45,675204.87,450136.58,287,198,89,776367.97
POL-021308,2024,AUI,MXN,9,4482670.62,2689602.372,1793068.248,243,160,83,2951552.67
POL-021309,2024,CAU,USD,1,3176458.15,1905874.89,1270583.26,132,75,57,1804805.77
POL-021310,2025,CAU,USD,3,3694760.6,2216856.36,1477904.24,472,380,92,2974595.4
POL-021311,2022,DMI,USD,3,4291121.72,2574673.032,1716448.688,566,364,202,2759661.32
POL-021312,2025,RCV,USD,5,4228652.36,2537191.416,1691460.944,462,242,220,2215008.38
POL-021313,2021,CAU,MXN,1,2936956.61,1762173.966,1174782.644,357,60,297,493606.15
POL-021314,2025,AUF,MXN,4,3169161.66,1901496.996,1267664.664,604,454,150,2382118.2
POL-021315,2021,RCV,USD,4,2801838.93,1681103.358,1120735.572,533,349,184,1834599.97
POL-021316,2025,AUI,USD,7,4074833.01,2444899.806,1629933.204,364,234,130,2619535.51
POL-021317,2021,DMI,USD,1,1620111.66,972066.996,648044.664,65,44,21,1096690.97
POL-021318,2022,AUF,USD,9,1482859.22,889715.532,593143.688,497,267,230,796626.58
POL-021319,2023,INC,USD,6,2519364.64,1511618.784,1007745.856,415,388,27,2355454.17
POL-021320,2023,CAU,USD,9,3339746.16,2003847.696,1335898.464,429,333,96,2592390.38
POL-021321,2025,RCV,USD,7,1660995.95,996597.57,664398.38,146,142,4,1615489.21
POL-021322,2023,AUI,MXN,9,2433683.48,1460210.088,973473.392,238,211,27,2157593.34
POL-021323,2023,DMI,USD,3,2367524.23,1420514.538,947009.692,192,101,91,1245416.39
POL-021324,2024,CAU,USD,3,3979803.93,2387882.358,1591921.572,423,407,16,3829267.61
POL-021325,2023,DMI,MXN,4,3127655.62,1876593.372,1251062.248,264,195,69,2310200.17
POL-021326,2024,CAU,USD,7,3771866.62,2263119.972,1508746.648,69,43,26,2350583.55
POL-021327,2021,RCV,USD,1,2153753.6,1292252.16,861501.44,372,187,185,1082666.46
POL-021328,2025,DMI,USD,6,2892553.18,1735531.908,1157021.272,685,352,333,1486392.29
POL-021329,2023,AUI,USD,2,2840118.47,1704071.082,1136047.388,648,306,342,1341167.06
POL-021330,2023,INC,MXN,9,3311599.84,1986959.904,1324639.936,550,165,385,993479.95
POL-021331,2024,AUI,USD,9,3966809.23,2380085.538,1586723.692,600,6,594,39668.09
POL-021332,2025,AUI,MXN,7,2545235.15,1527141.09,1018094.06,91,47,44,1314572
POL-021333,2023,INC,MXN,4,399360.71,239616.426,159744.284,333,59,274,70757.6
POL-021334,2023,AUF,MXN,8,2732688.78,1639613.268,1093075.512,234,74,160,864183.63
POL-021335,2025,INC,USD,7,299934.66,179960.796,119973.864,703,675,28,287988.47
POL-021336,2022,INC,MXN,5,1436945.75,862167.45,574778.3,261,188,73,1035041.38
POL-021337,2025,AUI,MXN,6,4211774.13,2527064.478,1684709.652,92,46,46,2105887.06
POL-021338,2022,CAU,MXN,7,3391966.98,2035180.188,1356786.792,482,295,187,2075996.39
POL-021339,2021,AUI,USD,9,1559854.34,935912.604,623941.736,429,42,387,152713.01
POL-021340,2021,RCV,USD,10,2006934.83,1204160.898,802773.932,102,41,61,806709.1
POL-021341,2023,AUI,MXN,8,2282864.72,1369718.832,913145.888,135,48,87,811685.23
POL-021342,2025,AUI,USD,5,4881319.42,2928791.652,1952527.768,310,169,141,2661106.39
POL-021343,2022,INC,USD,9,3935813.26,2361487.956,1574325.304,237,151,86,2507627.86
POL-021344,2023,DMI,USD,2,4691598.87,2814959.322,1876639.548,214,58,156,1271554.83
POL-021345,2022,RCV,MXN,8,4938610.05,2963166.03,1975444.02,533,3,530,27797.05
POL-021346,2023,INC,MXN,10,4569269.46,2741561.676,1827707.784,370,234,136,2889754.2
POL-021347,2025,CAU,USD,4,4601802.14,2761081.284,1840720.856,714,148,566,953874.95
POL-021348,2023,CAU,USD,1,4373025.61,2623815.366,1749210.244,508,360,148,3098994.53
POL-021349,2023,DMI,USD,10,2448585.73,1469151.438,979434.292,347,86,261,606854.1
POL-021350,2022,AUF,USD,3,3638136.86,2182882.116,1455254.744,412,241,171,2128133.45
POL-021351,2021,DMI,USD,4,4639181.87,2783509.122,1855672.748,86,81,5,4369461.99
POL-021352,2021,DMI,USD,4,1651501.71,990901.026,660600.684,320,88,232,454162.97
POL-021353,2021,INC,MXN,1,575852.83,345511.698,230341.132,666,566,100,489388.44
POL-021354,2024,DMI,MXN,7,4080687.73,2448412.638,1632275.092,446,81,365,741111.45
POL-021355,2024,INC,USD,4,4846729.51,2908037.706,1938691.804,727,432,295,2880037.34
POL-021356,2024,AUF,MXN,7,4108133.24,2464879.944,1643253.296,506,389,117,3158228.91
POL-021357,2024,CAU,USD,4,1028640.79,617184.474,411456.316,442,200,242,465448.32
POL-021358,2025,RCV,MXN,1,4959979.26,2975987.556,1983991.704,395,12,383,150682.91
POL-021359,2024,RCV,USD,6,1758245.48,1054947.288,703298.192,534,402,132,1323623
POL-021360,2025,RCV,USD,4,2079876.71,1247926.026,831950.684,169,158,11,1944500.12
POL-021361,2023,INC,MXN,6,2128464.46,1277078.676,851385.784,80,20,60,532116.11
POL-021362,2021,CAU,MXN,2,1750540.92,1050324.552,700216.368,381,56,325,257297.35
POL-021363,2024,CAU,USD,8,723061.71,433837.026,289224.684,92,3,89,23578.1
POL-021364,2023,AUI,MXN,3,1053694.39,632216.634,421477.756,360,53,307,155127.23
POL-021365,2023,DMI,MXN,6,3482959.99,2089775.994,1393183.996,514,69,445,467556.89
POL-021366,2024,INC,USD,1,4854764.55,2912858.73,1941905.82,681,402,279,2865808.15
POL-021367,2024,DMI,MXN,10,573552.36,344131.416,229420.944,596,227,369,218450.31
POL-021368,2024,AUI,USD,10,3725217.49,2235130.494,1490086.996,151,96,55,2368350.19
POL-021369,2023,AUI,USD,8,3530431.81,2118259.086,1412172.724,453,356,97,2774467.38
POL-021370,2025,INC,MXN,10,714151.05,428490.63,285660.42,60,55,5,654638.46
POL-021371,2022,RCV,USD,10,1123576.4,674145.84,449430.56,162,61,101,423075.06
POL-021372,2024,INC,MXN,7,3948144.83,2368886.898,1579257.932,114,63,51,2181869.51
POL-021373,2023,CAU,MXN,6,4294681.71,2576809.026,1717872.684,322,263,59,3507767.98
POL-021374,2024,AUF,MXN,10,3134960.44,1880976.264,1253984.176,330,109,221,1035486.93
POL-021375,2021,AUF,USD,5,1746108.53,1047665.118,698443.412,375,298,77,1387574.25
POL-021376,2022,DMI,MXN,5,3074559.36,1844735.616,1229823.744,335,29,306,266155.88
POL-021377,2024,INC,MXN,7,4173657.8,2504194.68,1669463.12,84,42,42,2086828.9
POL-021378,2025,AUI,MXN,6,4018684.26,2411210.556,1607473.704,473,469,4,3984699.62
POL-021379,2025,DMI,USD,10,2868957.39,1721374.434,1147582.956,109,15,94,394810.65
POL-021380,2023,RCV,USD,5,2148418.42,1289051.052,859367.368,110,9,101,175779.69
POL-021381,2023,AUI,USD,9,2459135.89,1475481.534,983654.356,528,138,390,642728.7
POL-021382,2022,AUF,MXN,3,899236.51,539541.906,359694.604,243,146,97,540282.02
POL-021383,2022,INC,MXN,4,4241735.29,2545041.174,1696694.116,348,71,277,865411.51
POL-021384,2021,CAU,MXN,5,1611691.27,967014.762,644676.508,676,280,396,667564.43
POL-021385,2024,AUF,MXN,10,106597.24,63958.344,42638.896,205,158,47,82157.87
POL-021386,2021,DMI,MXN,9,4670878.13,2802526.878,1868351.252,205,5,200,113923.86
POL-021387,2025,DMI,MXN,8,3273059.48,1963835.688,1309223.792,507,124,383,800511.59
POL-021388,2023,AUI,USD,9,2362447.08,1417468.248,944978.832,270,79,191,691234.52
POL-021389,2025,RCV,MXN,5,93181.73,55909.038,37272.692,100,73,27,68022.66
POL-021390,2023,AUI,MXN,4,4386362.29,2631817.374,1754544.916,708,455,253,2818919.27
POL-021391,2023,DMI,MXN,8,3931138.86,2358683.316,1572455.544,374,114,260,1198261.58
POL-021392,2023,RCV,USD,3,1218796.29,731277.774,487518.516,146,78,68,651137.74
POL-021393,2025,RCV,MXN,3,2787870.95,1672722.57,1115148.38,241,126,115,1457559.09
POL-021394,2025,CAU,USD,7,131266.93,78760.158,52506.772,406,388,18,125447.21
POL-021395,2025,CAU,USD,6,1196391.68,717835.008,478556.672,122,81,41,794325.62
POL-021396,2024,AUF,USD,7,3889830.75,2333898.45,1555932.3,478,15,463,122065.82
POL-021397,2025,AUI,MXN,9,2824481.24,1694688.744,1129792.496,276,37,239,378644.22
POL-021398,2025,INC,MXN,1,2662640.95,1597584.57,1065056.38,724,498,226,1831485.07
POL-021399,2023,AUI,MXN,9,4779637.07,2867782.242,1911854.828,622,389,233,2989194.24
POL-021400,2022,DMI,USD,10,3619367.28,2171620.368,1447746.912,604,422,182,2528763.23
POL-021401,2024,CAU,MXN,9,4146452.09,2487871.254,1658580.836,425,234,191,2282987.74
POL-021402,2023,INC,USD,10,3239124.05,1943474.43,1295649.62,644,254,390,1277542.72
POL-021403,2025,CAU,USD,7,1711329.61,1026797.766,684531.844,486,247,239,869749.82
POL-021404,2021,RCV,USD,5,1057548.19,634528.914,423019.276,621,307,314,522813.68
POL-021405,2023,CAU,USD,9,157290.07,94374.042,62916.028,389,334,55,135051.11
POL-021406,2021,AUF,MXN,10,990350.44,594210.264,396140.176,406,16,390,39028.59
POL-021407,2021,DMI,USD,1,4286988.48,2572193.088,1714795.392,515,207,308,1723119.64
POL-021408,2022,AUF,MXN,7,4826509.93,2895905.958,1930603.972,143,2,141,67503.64
POL-021409,2022,CAU,MXN,6,3648363.35,2189018.01,1459345.34,668,112,556,611701.64
POL-021410,2024,AUF,USD,6,3873437.88,2324062.728,1549375.152,638,590,48,3582019.36
POL-021411,2025,RCV,USD,10,233499.67,140099.802,93399.868,449,191,258,99328.37
POL-021412,2021,INC,MXN,8,49274.62,29564.772,19709.848,683,367,316,26476.99
POL-021413,2024,RCV,USD,7,2139397.01,1283638.206,855758.804,674,206,468,653880.99
POL-021414,2023,INC,MXN,3,4837441.47,2902464.882,1934976.588,407,30,377,356568.17
POL-021415,2021,INC,USD,4,1492516.85,895510.11,597006.74,366,160,206,652466.38
POL-021416,2024,AUI,MXN,5,1637374.33,982424.598,654949.732,528,157,371,486870.78
POL-021417,2024,DMI,MXN,6,1265490.22,759294.132,506196.088,161,60,101,471611.26
POL-021418,2023,RCV,USD,10,537857.03,322714.218,215142.812,131,119,12,488587.68
POL-021419,2021,DMI,MXN,5,396734.24,238040.544,158693.696,638,70,568,43528.84
POL-021420,2025,DMI,USD,8,1176398.7,705839.22,470559.48,666,331,335,584666.62
POL-021421,2024,AUI,MXN,8,351433.94,210860.364,140573.576,708,227,481,112677.27
POL-021422,2024,AUI,USD,3,653635.17,392181.102,261454.068,400,106,294,173213.32
POL-021423,2023,AUF,MXN,2,1599388.19,959632.914,639755.276,387,54,333,223170.45
POL-021424,2021,DMI,USD,3,3333189.29,1999913.574,1333275.716,660,318,342,1605991.2
POL-021425,2022,DMI,USD,7,3201480.6,1920888.36,1280592.24,404,330,74,2615070.79
POL-021426,2023,AUF,MXN,8,4793988.62,2876393.172,1917595.448,185,38,147,984711.18
POL-021427,2022,AUI,USD,4,3366970.58,2020182.348,1346788.232,629,418,211,2237509.86
